Channel,Fixture ID,Instrument Type,GDTF Fixture Mode,Universe,U Address,Absolute Address,GDTF Fixture,DMX Footprint,Fixture Name,Device Type,Position,Unit Number,Layer,Color,UID
302,302,LED steps small,Default,2,229,741,Generic@LED steps small,3,LED Step 2,Light,Backtruss,0,Backtruss,"0.312712,0.329008,100.000000",C1036301-365F-1003-77E3-68DBBA5883BB
303,303,LED steps small,Default,2,232,744,Generic@LED steps small,3,LED Step 3,Light,Backtruss,0,Backtruss,"0.312712,0.329008,100.000000",C1036301-BB28-1003-C078-8027BA5883BB
304,304,LED steps small,Default,2,235,747,Generic@LED steps small,3,LED Step 4,Light,Backtruss,0,Backtruss,"0.312712,0.329008,100.000000",C1036301-0139-1003-1DF6-9F20BA5883BB
305,305,LED steps small,Default,2,238,750,Generic@LED steps small,3,LED Step 5,Light,Backtruss,0,Backtruss,"0.312712,0.329008,100.000000",C1036301-7967-1003-564F-B72DBB5883BB
306,306,LED steps small,Default,2,241,753,Generic@LED steps small,3,LED Step 6,Light,Backtruss,0,Backtruss,"0.312712,0.329008,100.000000",C1036301-857C-1003-A3C4-CE36BC5883BB
307,307,LED steps small,Default,2,244,756,Generic@LED steps small,3,LED Step 7,Light,Backtruss,0,Backtruss,"0.312712,0.329008,100.000000",C1036301-474A-1003-FC5D-E633BC5883BB
308,308,LED steps small,Default,2,247,759,Generic@LED steps small,3,LED Step 8,Light,Backtruss,0,Backtruss,"0.312712,0.329008,100.000000",C1036301-9E03-1003-49DB-FD3CBD5883BB
309,309,LED steps small,Default,2,250,762,Generic@LED steps small,3,LED Step 9,Light,Backtruss,0,Backtruss,"0.312712,0.329008,100.000000",C1036301-2678-1003-8250-1539BE5883BB
310,310,LED steps small,Default,2,253,765,Generic@LED steps small,3,LED Step 10,Light,Backtruss,0,Backtruss,"0.312712,0.329008,100.000000",C1036301-264F-1003-DFA9-2C02C05883BB
311,311,LED steps small,Default,2,256,768,Generic@LED steps small,3,LED Step 11,Light,Backtruss,0,Backtruss,"0.312712,0.329008,100.000000",C1036301-6C54-1003-2827-440FC05883BB
312,312,LED steps small,Default,2,259,771,Generic@LED steps small,3,LED Step 12,Light,Backtruss,0,Backtruss,"0.312712,0.329008,100.000000",C1036301-3E33-1003-65BC-5308C15883BB
313,313,LED steps small,Default,2,262,774,Generic@LED steps small,3,LED Step 13,Light,Backtruss,0,Backtruss,"0.312712,0.329008,100.000000",C1036301-3C14-1003-BE35-6B15C25883BB
314,314,LED steps small,Default,2,265,777,Generic@LED steps small,3,LED Step 14,Light,Backtruss,0,Backtruss,"0.312712,0.329008,100.000000",C1036301-641E-1003-0BB3-8211C35883BB
315,315,LED steps small,Default,2,268,780,Generic@LED steps small,3,LED Step 15,Light,Backtruss,0,Backtruss,"0.312712,0.329008,100.000000",C1036301-713B-1003-4408-9A1AC45883BB
316,316,LED steps small,Default,2,271,783,Generic@LED steps small,3,LED Step 16,Light,Backtruss,0,Backtruss,"0.312712,0.329008,100.000000",C1036301-0C07-1003-9181-B167C55883BB
317,317,LED steps small,Default,2,274,786,Generic@LED steps small,3,LED Step 17,Light,Backtruss,0,Backtruss,"0.312712,0.329008,100.000000",C1036301-EB00-1003-EA1E-C960C55883BB
318,318,LED steps small,Default,2,277,789,Generic@LED steps small,3,LED Step 18,Light,Backtruss,0,Backtruss,"0.312712,0.329008,100.000000",C1036301-506B-1003-2794-E06DC65883BB
319,319,LED steps small,Default,2,280,792,Generic@LED steps small,3,LED Step 19,Light,Backtruss,0,Backtruss,"0.312712,0.329008,100.000000",C1036301-DB2C-1003-70ED-FF76C65883BB
320,320,LED steps small,Default,2,283,795,Generic@LED steps small,3,LED Step 20,Light,Backtruss,0,Backtruss,"0.312712,0.329008,100.000000",C1036301-E91A-1003-CD6A-1773C65883BB
321,321,LED steps small,Default,2,286,798,Generic@LED steps small,3,LED Step 21,Light,Backtruss,0,Backtruss,"0.312712,0.329008,100.000000",C1036301-4E15-1003-06E0-2E7CC75883BB
322,322,LED steps small,Default,2,289,801,Generic@LED steps small,3,LED Step 22,Light,Backtruss,0,Backtruss,"0.312712,0.329008,100.000000",C1036301-F314-1003-5379-4679C85883BB
323,323,LED steps small,Default,2,292,804,Generic@LED steps small,3,LED Step 23,Light,Backtruss,0,Backtruss,"0.312712,0.329008,100.000000",C1036301-8925-1003-ACF6-5D42C85883BB
324,324,LED steps small,Default,2,295,807,Generic@LED steps small,3,LED Step 24,Light,Backtruss,0,Backtruss,"0.312712,0.329008,100.000000",C1036301-DA51-1003-F94F-754FC85883BB
325,325,LED steps small,Default,2,298,810,Generic@LED steps small,3,LED Step 25,Light,Backtruss,0,Backtruss,"0.312712,0.329008,100.000000",C1036301-CB5C-1003-32C5-8C4BC95883BB
326,326,LED steps small,Default,2,301,813,Generic@LED steps small,3,LED Step 26,Light,Backtruss,0,Backtruss,"0.312712,0.329008,100.000000",C1036301-D158-1003-8F42-A454C95883BB
327,327,LED steps small,Default,2,304,816,Generic@LED steps small,3,LED Step 27,Light,Backtruss,0,Backtruss,"0.312712,0.329008,100.000000",C1036301-6058-1003-D8DB-B351C95883BB
328,328,LED steps small,Default,2,307,819,Generic@LED steps small,3,LED Step 28,Light,Backtruss,0,Backtruss,"0.312712,0.329008,100.000000",C1036301-9000-1003-1551-CB5ACA5883BB
329,329,LED steps small,Default,2,310,822,Generic@LED steps small,3,LED Step 29,Light,Backtruss,0,Backtruss,"0.312712,0.329008,100.000000",C1036301-0941-1003-6EAE-E2A7CA5883BB
330,330,LED steps small,Default,2,313,825,Generic@LED steps small,3,LED Step 30,Light,Backtruss,0,Backtruss,"0.312712,0.329008,100.000000",C1036301-642C-1003-BB27-FAA0CB5883BB
331,331,LED steps small,Default,2,316,828,Generic@LED steps small,3,LED Step 31,Light,Backtruss,0,Backtruss,"0.312712,0.329008,100.000000",C1036301-C538-1003-F4BC-11ADCB5883BB
332,332,LED steps small,Default,2,319,831,Generic@LED steps small,3,LED Step 32,Light,Backtruss,0,Backtruss,"0.312712,0.329008,100.000000",C1036301-9A12-1003-413A-29B6CC5883BB
333,333,LED steps small,Default,2,322,834,Generic@LED steps small,3,LED Step 33,Light,Backtruss,0,Backtruss,"0.312712,0.329008,100.000000",C1036301-1F58-1003-9AB3-40B3CC5883BB
334,334,LED steps small,Default,2,325,837,Generic@LED steps small,3,LED Step 34,Light,Backtruss,0,Backtruss,"0.312712,0.329008,100.000000",C1036301-9471-1003-D708-58BCCD5883BB
335,335,LED steps small,Default,2,328,840,Generic@LED steps small,3,LED Step 35,Light,Backtruss,0,Backtruss,"0.312712,0.329008,100.000000",C1036301-6C73-1003-2086-77B9CD5883BB
336,336,LED steps small,Default,2,331,843,Generic@LED steps small,3,LED Step 36,Light,Backtruss,0,Backtruss,"0.312712,0.329008,100.000000",C1036301-5C57-1003-7D1F-8F85CE5883BB
337,337,LED steps small,Default,2,334,846,Generic@LED steps small,3,LED Step 37,Light,Backtruss,0,Backtruss,"0.312712,0.329008,100.000000",C1036301-7133-1003-B694-A68ECE5883BB
338,338,LED steps small,Default,2,337,849,Generic@LED steps small,3,LED Step 38,Light,Backtruss,0,Backtruss,"0.312712,0.329008,100.000000",C1036301-C865-1003-0312-BE8BCE5883BB
339,339,LED steps small,Default,2,340,852,Generic@LED steps small,3,LED Step 39,Light,Backtruss,0,Backtruss,"0.312712,0.329008,100.000000",C1036301-D448-1003-5C6B-D594CF5883BB
340,340,LED steps small,Default,2,343,855,Generic@LED steps small,3,LED Step 40,Light,Backtruss,0,Backtruss,"0.312712,0.329008,100.000000",C1036301-8D6F-1003-A9E0-EC91D05883BB
9,9,MAC Encore Performance CLD,Basic,1,305,305,Martin Professional@MAC Encore Performance CLD,38,Spot 9,Light,Midtruss,0,Midtruss,"0.312712,0.329008,100.000000",0D492000-5EF8-8534-DA26-C7C191B0D613
10,10,MAC Encore Performance CLD,Basic,1,343,343,Martin Professional@MAC Encore Performance CLD,38,Spot 10,Light,Midtruss,0,Midtruss,"0.312712,0.329008,100.000000",0D492000-D9D3-EF47-2598-DCBC91B0D613
11,11,MAC Encore Performance CLD,Basic,1,381,381,Martin Professional@MAC Encore Performance CLD,38,Spot 11,Light,Midtruss,0,Midtruss,"0.312712,0.329008,100.000000",0D492000-6E84-445B-7011-F4B791B0D613
12,12,MAC Encore Performance CLD,Basic,1,419,419,Martin Professional@MAC Encore Performance CLD,38,Spot 12,Light,Midtruss,0,Midtruss,"0.312712,0.329008,100.000000",0D492000-3D4A-1E0C-BB8A-0DB391B0D613
13,13,MAC Encore Performance CLD,Basic,1,457,457,Martin Professional@MAC Encore Performance CLD,38,Spot 13,Light,Midtruss,0,Midtruss,"0.312712,0.329008,100.000000",0D492000-CA3E-0149-060C-25AE91B0D613
21,21,Mac Aura XB,Standard (14 ch),2,1,513,Martin@Mac Aura XB,14,Wash 21,Light,Floor,0,Floor,"0.312712,0.329008,100.000000",0D492000-ACF5-8007-5185-32A991B0D613
22,22,Mac Aura XB,Standard (14 ch),2,15,527,Martin@Mac Aura XB,14,Wash 22,Light,Floor,0,Floor,"0.312712,0.329008,100.000000",0D492000-A47A-2E39-9CFE-4BA490B0D613
23,23,Mac Aura XB,Standard (14 ch),2,29,541,Martin@Mac Aura XB,14,Wash 23,Light,Floor,0,Floor,"0.312712,0.329008,100.000000",0D492000-C6CC-A607-E777-639F90B0D613
24,24,Mac Aura XB,Standard (14 ch),2,43,555,Martin@Mac Aura XB,14,Wash 24,Light,Floor,0,Floor,"0.312712,0.329008,100.000000",0D492000-3633-DE06-32E9-789A90B0D613
25,25,Mac Aura XB,Standard (14 ch),2,57,569,Martin@Mac Aura XB,14,Wash 25,Light,Floor,0,Floor,"0.312712,0.329008,100.000000",0D492000-E79B-521E-7D62-909590B0D613
26,26,Mac Aura XB,Standard (14 ch),2,71,583,Martin@Mac Aura XB,14,Wash 26,Light,Floor,0,Floor,"0.312712,0.329008,100.000000",0D492000-EB72-9F1B-C8DB-A99090B0D613
27,27,Mac Aura XB,Standard (14 ch),2,85,597,Martin@Mac Aura XB,14,Wash 27,Light,Floor,0,Floor,"0.312712,0.329008,100.000000",0D492000-0132-0314-135D-C18B90B0D613
28,28,Mac Aura XB,Standard (14 ch),2,99,611,Martin@Mac Aura XB,14,Wash 28,Light,Floor,0,Floor,"0.312712,0.329008,100.000000",0D492000-F1FA-CC7C-5ED6-DE8690B0D613
31,31,Mac Aura XB,Standard (14 ch),2,113,625,Martin@Mac Aura XB,14,Wash 29,Light,Sidetruss,0,Sidetruss,"0.312712,0.329008,100.000000",0D492000-E752-F83F-A94F-F68190B0D613
32,32,Mac Aura XB,Standard (14 ch),2,127,639,Martin@Mac Aura XB,14,Wash 30,Light,Sidetruss,0,Sidetruss,"0.312712,0.329008,100.000000",0D492000-7901-AE71-F4C0-0F7D97B0D613
33,33,Mac Aura XB,Standard (14 ch),2,141,653,Martin@Mac Aura XB,14,Wash 31,Light,Sidetruss,0,Sidetruss,"0.312712,0.329008,100.000000",0D492000-9894-4543-3F3A-277897B0D613
34,34,Mac Aura XB,Standard (14 ch),2,155,667,Martin@Mac Aura XB,14,Wash 32,Light,Sidetruss,0,Sidetruss,"0.312712,0.329008,100.000000",0D492000-1F16-8835-8AB3-3C7397B0D613
35,35,Mac Aura XB,Standard (14 ch),2,169,681,Martin@Mac Aura XB,14,Wash 33,Light,Sidetruss,0,Sidetruss,"0.312712,0.329008,100.000000",0D492000-64C2-DF50-D534-546E97B0D613
36,36,Mac Aura XB,Standard (14 ch),2,183,695,Martin@Mac Aura XB,14,Wash 34,Light,Sidetruss,0,Sidetruss,"0.312712,0.329008,100.000000",0D492000-17E8-4F72-20AE-6D6997B0D613
37,37,Mac Aura XB,Standard (14 ch),2,197,709,Martin@Mac Aura XB,14,Wash 35,Light,Sidetruss,0,Sidetruss,"0.312712,0.329008,100.000000",0D492000-3DB1-3531-6B27-856490B0D613
38,38,Mac Aura XB,Standard (14 ch),2,211,723,Martin@Mac Aura XB,14,Wash 36,Light,Sidetruss,0,Sidetruss,"0.312712,0.329008,100.000000",0D492000-71B4-B847-B698-925F90B0D613
